Generated by Byte Software™
Provided by Byte CBT (@byte.cbt)


Rebirth: 4, Orb Type: Ethereal, City: Magma City, Pet Type: Rare, Glitch Speed: 8
Rebirth: 153, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 63
Rebirth: 154, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 30
Rebirth: 159, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 75
Rebirth: 164, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 44
Rebirth: 169, Orb Type: Ethereal, City: Legends Highway, Pet Type: Rare, Glitch Speed: 64
Rebirth: 170, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 72
Rebirth: 174, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 84
Rebirth: 175, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 32
Rebirth: 179, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 32
Rebirth: 183, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 69
Rebirth: 186, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 33
Rebirth: 189, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 76
Rebirth: 194, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 48
Rebirth: 199, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 90
Rebirth: 203, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 85
Rebirth: 209, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 80
Rebirth: 219, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 77
Rebirth: 221, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 36
Rebirth: 224, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 36
Rebirth: 227, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 90
Rebirth: 229, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 69
Rebirth: 230, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 84
Rebirth: 233, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 78
Rebirth: 239, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 40
Rebirth: 246, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 38
Rebirth: 249, Orb Type: Ethereal, City: Legends Highway, Pet Type: Unique, Glitch Speed: 90
Rebirth: 251, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 81
Rebirth: 252, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 88
Rebirth: 254, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 102
Rebirth: 259, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 84
Rebirth: 274, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 77
Rebirth: 275, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 92
Rebirth: 279, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 100
Rebirth: 284, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 108
Rebirth: 286, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 41
Rebirth: 289, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 87
Rebirth: 299, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 96
Rebirth: 300, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 42
Rebirth: 307, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 105
Rebirth: 309, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 90
Rebirth: 314, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 81
Rebirth: 319, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 15
Rebirth: 324, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 100
Rebirth: 329, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 44
Rebirth: 339, Orb Type: Ethereal, City: Magma City, Pet Type: Epic, Glitch Speed: 85
Rebirth: 344, Orb Type: Ethereal, City: Legends Highway, Pet Type: Rare, Glitch Speed: 92
Rebirth: 349, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 120
Rebirth: 350, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 104
Rebirth: 351, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 96
Rebirth: 359, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 32
Rebirth: 367, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 115
Rebirth: 369, Orb Type: Ethereal, City: Magma City, Pet Type: Basic, Glitch Speed: 36
Rebirth: 373, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 99
Rebirth: 374, Orb Type: Ethereal, City: Legends Highway, Pet Type: Rare, Glitch Speed: 96
Rebirth: 375, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 47
Rebirth: 377, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 108
Rebirth: 379, Orb Type: Ethereal, City: Magma City, Pet Type: Epic, Glitch Speed: 90
Rebirth: 384, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 126
Rebirth: 389, Orb Type: Ethereal, City: Magma City, Pet Type: Advanced, Glitch Speed: 78
Rebirth: 391, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Basic, Glitch Speed: 48
Rebirth: 399, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 120
Rebirth: 405, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 112
Rebirth: 419, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 105
Rebirth: 424, Orb Type: Ethereal, City: Magma City, Pet Type: Unique, Glitch Speed: 102
Rebirth: 434, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 116
Rebirth: 439, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 96
Rebirth: 443, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 108
Rebirth: 449, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 36
Rebirth: 454, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 52
Rebirth: 459, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 138
Rebirth: 464, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 120
Rebirth: 467, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 130
Rebirth: 469, Orb Type: Ethereal, City: Legends Highway, Pet Type: Basic, Glitch Speed: 47
Rebirth: 474, Orb Type: Ethereal, City: Magma City, Pet Type: Unique, Glitch Speed: 108
Rebirth: 479, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 40
Rebirth: 489, Orb Type: Ethereal, City: Legends Highway, Pet Type: Basic, Glitch Speed: 48
Rebirth: 493, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 114
Rebirth: 495, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 124
Rebirth: 499, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 144
Rebirth: 503, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 135
Rebirth: 509, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 119
Rebirth: 519, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 117
Rebirth: 524, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 105
Rebirth: 527, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 128
Rebirth: 549, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 77
Rebirth: 554, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 108
Rebirth: 559, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 18
Rebirth: 560, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 132
Rebirth: 569, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 126
Rebirth: 573, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 123
Rebirth: 574, Orb Type: Ethereal, City: Legends Highway, Pet Type: Unique, Glitch Speed: 138
Rebirth: 579, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 145
Rebirth: 584, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 156
Rebirth: 594, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 136
Rebirth: 599, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 60
Rebirth: 601, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 126
Rebirth: 619, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 150
Rebirth: 624, Orb Type: Ethereal, City: Legends Highway, Pet Type: Unique, Glitch Speed: 144
Rebirth: 629, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 162
Rebirth: 649, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 117
Rebirth: 659, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 132
Rebirth: 665, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 144
Rebirth: 679, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 64
Rebirth: 689, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 135
Rebirth: 699, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 140
Rebirth: 702, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 148
Rebirth: 703, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 160
Rebirth: 724, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 174
Rebirth: 739, Orb Type: Ethereal, City: Magma City, Pet Type: Advanced, Glitch Speed: 108
Rebirth: 740, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 152
Rebirth: 747, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 165
Rebirth: 749, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 96
Rebirth: 751, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 141
Rebirth: 764, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 68
Rebirth: 769, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 147
Rebirth: 774, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 180
Rebirth: 779, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 156
Rebirth: 783, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 144
Rebirth: 799, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 75
Rebirth: 819, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 160
Rebirth: 824, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 132
Rebirth: 839, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 175
Rebirth: 849, Orb Type: Ethereal, City: Magma City, Pet Type: Omega, Glitch Speed: 119
Rebirth: 854, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 72
Rebirth: 860, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 164
Rebirth: 874, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 140
Rebirth: 879, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 192
Rebirth: 887, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 180
Rebirth: 899, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 32
Rebirth: 902, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 168
Rebirth: 909, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 52
Rebirth: 919, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 161
Rebirth: 934, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 198
Rebirth: 939, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 141
Rebirth: 944, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 108
Rebirth: 945, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 172
Rebirth: 949, Orb Type: Ethereal, City: Magma City, Pet Type: Omega, Glitch Speed: 126
Rebirth: 959, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 24
Rebirth: 974, Orb Type: Ethereal, City: Magma City, Pet Type: Unique, Glitch Speed: 156
Rebirth: 979, Orb Type: Ethereal, City: Legends Highway, Pet Type: Advanced, Glitch Speed: 144
Rebirth: 987, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 190
Rebirth: 989, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 176
Rebirth: 999, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 168
Rebirth: 1014, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 112
Rebirth: 1019, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 85
Rebirth: 1024, Orb Type: Ethereal, City: Legends Highway, Pet Type: Rare, Glitch Speed: 160
Rebirth: 1034, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 180
Rebirth: 1039, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 195
Rebirth: 1049, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 210
Rebirth: 1080, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 184
Rebirth: 1099, Orb Type: Ethereal, City: Legends Highway, Pet Type: Unique, Glitch Speed: 192
Rebirth: 1109, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 216
Rebirth: 1119, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 30
Rebirth: 1124, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 36
Rebirth: 1127, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 188
Rebirth: 1139, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 90
Rebirth: 1147, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 205
Rebirth: 1149, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 161
Rebirth: 1154, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 84
Rebirth: 1169, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 182
Rebirth: 1175, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 192
Rebirth: 1199, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 60
Rebirth: 1203, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 210
Rebirth: 1234, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 228
Rebirth: 1239, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 124
Rebirth: 1249, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 168
Rebirth: 1259, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 189
Rebirth: 1264, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 88
Rebirth: 1274, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 119
Rebirth: 1299, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 234
Rebirth: 1319, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 220
Rebirth: 1359, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 64
Rebirth: 1374, Orb Type: Red, City: Legends Highway, Pet Type: Unique, Glitch Speed: 66
Rebirth: 1379, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 225
Rebirth: 1399, Orb Type: Ethereal, City: Magma City, Pet Type: Epic, Glitch Speed: 175
Rebirth: 1409, Orb Type: Ethereal, City: Legends Highway, Pet Type: Rare, Glitch Speed: 188
Rebirth: 1424, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 126
Rebirth: 1434, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 246
Rebirth: 1439, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 32
Rebirth: 1449, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 203
Rebirth: 1469, Orb Type: Ethereal, City: Legends Highway, Pet Type: Rare, Glitch Speed: 192
Rebirth: 1479, Orb Type: Ethereal, City: Magma City, Pet Type: Epic, Glitch Speed: 180
Rebirth: 1499, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 96
Rebirth: 1503, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 235
Rebirth: 1504, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 252
Rebirth: 1529, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 68
Rebirth: 1539, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 105
Rebirth: 1549, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 210
Rebirth: 1567, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 240
Rebirth: 1574, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 189
Rebirth: 1599, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 75
Rebirth: 1624, Orb Type: Ethereal, City: Legends Highway, Pet Type: Unique, Glitch Speed: 234
Rebirth: 1649, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 264
Rebirth: 1664, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 144
Rebirth: 1699, Orb Type: Red, City: Legends Highway, Pet Type: Rare, Glitch Speed: 64
Rebirth: 1709, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 72
Rebirth: 1724, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 270
Rebirth: 1749, Orb Type: Ethereal, City: Magma City, Pet Type: Unique, Glitch Speed: 210
Rebirth: 1754, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 104
Rebirth: 1759, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 224
Rebirth: 1799, Orb Type: Yellow, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 36
Rebirth: 1839, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 115
Rebirth: 1849, Orb Type: Ethereal, City: Magma City, Pet Type: Unique, Glitch Speed: 216
Rebirth: 1869, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 231
Rebirth: 1874, Orb Type: Red, City: Legends Highway, Pet Type: Omega, Glitch Speed: 63
Rebirth: 1879, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 282
Rebirth: 1889, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 108
Rebirth: 1899, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 76
Rebirth: 1919, Orb Type: Yellow, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 40
Rebirth: 1924, Orb Type: Ethereal, City: Snow City, Pet Type: Omega, Glitch Speed: 147
Rebirth: 1949, Orb Type: Ethereal, City: Magma City, Pet Type: Omega, Glitch Speed: 182
Rebirth: 1959, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Unique, Glitch Speed: 288
Rebirth: 1999, Orb Type: Ethereal, City: City, Pet Type: Epic, Glitch Speed: 120
Rebirth: 2029, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 112
Rebirth: 2039, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 85
Rebirth: 2049, Orb Type: Ethereal, City: Snow City, Pet Type: Rare, Glitch Speed: 160
Rebirth: 2079, Orb Type: Yellow, City: Speed Jungle, Pet Type: Advanced, Glitch Speed: 36
Rebirth: 2099, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 245
Rebirth: 2174, Orb Type: Ethereal, City: City, Pet Type: Rare, Glitch Speed: 116
Rebirth: 2199, Orb Type: Ethereal, City: Legends Highway, Pet Type: Omega, Glitch Speed: 224
Rebirth: 2219, Orb Type: Ethereal, City: Speed Jungle, Pet Type: Omega, Glitch Speed: 252
Rebirth: 2249, Orb Type: Yellow, City: Legends Highway, Pet Type: Rare, Glitch Speed: 36
Rebirth: 2274, Orb Type: Red, City: Snow City, Pet Type: Rare, Glitch Speed: 52
Rebirth: 2279, Orb Type: Red, City: Speed Jungle, Pet Type: Epic, Glitch Speed: 90
Rebirth: 2299, Orb Type: Ethereal, City: Magma City, Pet Type: Epic, Glitch Speed: 225
Rebirth: 2309, Orb Type: Red, City: Speed Jungle, Pet Type: Rare, Glitch Speed: 84
